humidity,pressure,rain,lightAvg,lightMax,moisture,temperature
98.41606,1008.540365,483.75,5709.5802,54612,19.1387,24.12409
98.62595,1009.241374,427.5,9605.747,54612,23.5802,24.25954
97.73944,1010.451338,45,2429.7711,24066,22.4296,24.65493
98.6831,1010.451549,0,3290.9524,26980,19.831,25.59859
99,1010.275248,105.75,1729.9639,12693,18.6525,24.39007
99,1010.392766,668.25,1021.321,4693,19.9433,22.03546
99,1010.120423,207,1093.5679,4000,20.1268,21.89437
99,1011.911429,375.75,759.625,4000,19.7714,21.35
99,1013.128803,2.25,1734.3659,6376,19.1268,23.98592
98.82014,1015.51777,1172.25,2337.925,18101,22.4748,24.66187
99,1013.501214,0,1536.225,4000,19.9357,24.30714
99,1009.377376,123.75,1189.5802,4000,18.8298,23.94326
99,1006.722797,427.5,1402.15,4000,18.2448,23.58741
99,1008.877971,1836,4154.9211,54612,23.4928,21.97826
98.21127,1010.2,0,1895.561,27934,21.1761,24.39437
97.55319,1012.142199,0,7508.5909,54612,19.8936,24.37589
98.35971,1014.482302,20.25,1412.0494,13037,19.2302,25.29496
98.74468,1012.07078,0,1665.0127,16673,18.2766,24.60993
99,1011.319859,22.5,1382.5432,11035,17.993,24.15493
98.01408,1010.360704,0,1796.35,26072,17.0845,25.11972
98.9708,1012.140073,15.75,1709.5455,9146,16.3066,25.0365
99,1013.034085,562.5,1055.8246,4000,19.162,23.19718
98.85714,1011.384071,0,2677.3797,54612,18.7714,24.87143
99,1011.197376,1264.5,3471.5128,54612,20.8652,23.56738
98.96479,1010.970493,537.75,10222.8841,54612,22.6408,24.02113
97.94964,1009.983885,83.25,2482.5968,54612,21.3597,24.43165
97.69853,1010.441765,531,15146.6901,54612,22.4191,24.53676
96.69014,1012.264577,0,2482.5968,54612,21.3239,25.64789
96.8156,1013.315957,0,2482.5968,54612,19.773,25.98582
96.63121,1014.091064,49.5,2482.5968,54612,18.8156,25.73759
98.79433,1011.78305,0,2482.5968,54612,17.7234,24.38298
98.9726,1012.361644,1311.75,1361.8684,4000,19.5479,22.61644
84.05085,1016.637288,0,1120.8387,4000,14.1695,26.83051
93.21875,1025.028438,0,96.6667,4000,3.8438,15.9375
86.65979,1025.730206,0,609.76,4000,4,17.8866
91.34188,1026.844701,0,624.25,4000,4,17.29915
96.81944,1025.177917,0,582.9565,4000,4,16.375
98.18852,1026.812541,119.25,417.0392,4000,4,13.36885
99,1025.899,247.5,417.0392,4000,7.75,11.475
97.83478,1024.744261,0,417.0392,4000,9.713,13.61739
97.40217,1023.579891,0,417.0392,4000,9,13.3913
94.69767,1023.488256,0,417.0392,4000,8.3372,13.13953
92.15596,1023.947064,0,417.0392,4000,8,12.83486
92.0099,1024.789208,0,417.0392,4000,7.7525,12.83168
94.18033,1023.250574,0,417.0392,4000,7,12.81967
95.32824,1024.020534,0,417.0392,4000,6.9466,12.96183
94.64706,1025.47402,0,417.0392,4000,7,13.18627
91.81081,1024.08955,0,417.0392,4000,6.009,14.54955
93.01613,1022.476048,0,417.0392,4000,5.9919,13.37097
96.80315,1023.131417,454.5,417.0392,4000,6.0709,12.58268
98.78723,1026.177872,101.25,417.0392,4000,8.9574,10.08511
67.8972,1022.555421,0,417.0392,4000,8.1028,7.6729
67.8972,1020.869643,0,417.0392,4000,7.9286,7.6729
67.8972,1022.956262,0,417.0392,4000,7.9159,7.6729
67.8972,1026.06968,0,417.0392,4000,7.056,7.6729
67.8972,1026.240417,0,417.0392,4000,7,7.6729
67.8972,1025.56729,0,417.0392,4000,7,7.6729
67.8972,1026.253462,0,417.0392,4000,6.9327,7.6729
67.8972,1028.31614,0,417.0392,4000,7,7.6729
67.8972,1025.770238,0,417.0392,4000,6.2143,7.6729
67.8972,1025.544022,0,417.0392,4000,6,7.6729
82,1056.636842,4,0,4000,1,27.44737
82.55263,1056.636842,0,1052.3333,4000,27.7895,27.44737
90.05,1057.923071,119.25,22749.7333,54612,80.3571,27.16429
93.20968,1058.374274,283.5,23.25,4000,76.6371,26.17742
94.20139,1057.304792,1062,26.2683,4000,70.1111,25.22917
93.24088,1056.428978,11.25,23.9054,4000,78.0949,25.81022
97.74306,1057.649583,1554.75,13.6988,4000,63.3542,23.92361
93.59722,1057.195278,569.25,23.1013,4000,64.2847,25.52778
91.89209,1057.530647,357.75,25.4167,4000,77.3669,26.25899
97.05109,1058.100146,1795.5,24.9565,4000,79.2263,24.50365
97.39716,1058.941773,382.5,15.3158,4000,71.1135,24.65248
95.17606,1059.348873,63,19.1795,4000,64.2324,25.35915
90.1773,1059.07,0,30.6795,4000,67.7092,26.60993
99,1059.228333,11.25,0,4000,66.8333,24.16667
93.33929,994.4021429,353.25,40962,54612,46.8214,26.39286
99,995.5438686,918,2033.0714,38409,45.6277,23.29927
98.90714,995.4987143,677.25,2077.4405,7754,46.6143,23.12143
99,995.4635,1689.75,2031.9294,6921,48.5929,22.68571
99,995.7388235,0,50,4000,46.4412,21.97059
79.02222,1004.535778,2.25,19799.3571,54612,36.3556,28.42222
99,1005.134643,4.5,371.3,4000,29.7143,22.60714
94.30556,1007.181667,2.25,1661.2632,8865,1.6389,26.33333
98.02128,1007.340319,42.75,1424.4211,16810,0,24.2234
99,1006.966556,90,380.2549,4000,0,21.92222
99,1006.637742,65.25,386.566,4000,0,21.3871
99,1008.34,51.75,460.7407,4000,0,21
97.0625,1009.780313,24.75,2012.4182,17774,0,24.33333
97.03371,1012.471011,22.5,2948.68,25988,0,24.78652
97.72222,1010.565333,0,1324.4038,5733,0,24.94444
98.82418,1006.311209,0,947.2157,6801,0,24.43956
99,1003.457692,128.25,844.549,10005,0,23.43956
99,1005.50809,141.75,1329.4314,4000,0,23.24719
95.67021,1007.206277,18,3894.6481,28942,0,24.94681
95.69231,1009.087143,0,2380.1132,27180,0,24.87912
95.88172,1011.666667,4.5,4204.0192,24556,0,25.97849
98.59375,1009.205625,6.75,914.8704,5221,0,24.5
98.97849,1008.249677,38.25,1419.3019,8951,0,23.65591
96.98131,1007.674206,0,2457.6471,21397,0,25.95327
98.07447,1009.357766,24.75,1313.1961,5988,0,25.23404
99,1010.002581,18,691.6538,4000,0,23.34409
98.45263,1008.647895,51.75,1296.5769,8700,0,24.52632
99,1008.080549,105.75,842.7407,8491,0,23.31868
98.87368,1007.840842,213.75,1994.3137,18514,0,23.76842
98.02151,1007.057097,4.5,1243.549,11864,0,24.36559
97.10989,1007.448242,11.25,1656.88,17127,0,24.63736
95.8125,1009.534792,0,1948.75,19430,0,25.0625
97.14737,1010.617368,2.25,1179.0189,5988,0,25.24211
98.11957,1011.456413,11.25,858,4256,0,24.84783
98.625,1008.917396,15.75,833.6415,4000,0,24.32292
98.21978,1009.503516,38.25,958.6939,4936,0,24.23077
97.69565,1011.193913,11.25,1241.52,6939,0,24.65217
99,1011.156737,9,631.2115,4000,0,23.28421
99,1011.137204,2.25,721.9796,4000,0,23.19355
98.9,1011.700778,83.25,1029.7255,4000,0,23.8
98.25556,1011.012,0,1302.7347,9440,0,24.61111
97.38095,1011.201825,0,1829.6479,21500,0,25.29365
98.90741,1013.32463,2.25,540.3673,4000,0,22.69444
97.16346,1013.853846,2.25,1090.56,4000,0,22.99038
98.31579,1014.947263,2.25,763.5098,4000,0,23.82105
98.52128,1015.582872,0,812.0816,4000,0,24.06383
98.95506,1014.544607,0,734.875,4000,0,23.1236
98.76923,1011.572857,4.5,577.3469,4000,0,22.03297
98.93182,1011.115227,0,726.2889,4000,0,21.80682
98.41379,1014.025977,4.5,914.5814,7233,0,20.90805
98,1016.0275,0,822.0192,4000,0,21.61458
97.46739,1014.564565,4.5,808.7959,7847,0,20.88043
97.3617,1013.542447,0,762.0196,7555,0,20.43617
97.97917,1013.615417,0,943.4151,7139,0,20.26042
96.88172,1013.671505,0,744.52,12209,0,20.64516
96.83146,1014.674719,0,692.1522,5862,0,21.03371
97.98936,1017.540851,0,924.2041,3009,0,22.61702
99,1018.442967,0,160.1136,4000,0,18.7033
99,1017.046559,2.25,243.1111,4000,0,18.3871
99,1015.360659,0,172.8409,4000,0,17.27473
99,1015.18,0,671.551,5726,0,19.14894
98.88172,1014.68172,0,482.375,4000,0,19.90323
98.83333,1015.949333,0,776.5652,6278,0,20.76667
98.94565,1017.218261,0,563.0435,4000,0,20.3913
98.16129,1018.263656,0,521.5745,4000,0,19.75269
98.56522,1016.893152,2.25,478.7391,4000,0,19.46739
96.64444,1016.950222,0,531.4894,7544,0,18.95556
93.12766,1018.111915,0,551.2609,5298,0,18.81915
93.93684,1017.387895,4.5,552.9787,4000,0,18.51579
86.59783,1019.144022,2.25,523.9565,4000,0,18.1087
85.53846,1020.365385,2.25,406.8298,4000,0,17.59341
82.65169,1019.158427,0,428.6429,4000,0,17.79775
87.26596,1018.439149,4.5,301.3617,4000,0,17.1383
91.73684,1016.903789,4.5,286.5417,4000,0,17.21053
78.95789,1017.158842,0,484.6444,4000,0,18.71579
73.74194,1017.567097,0,509.7778,4000,0,18.93548
94.04255,1018.632447,2.25,259.9302,4000,0,16.26596
94.82796,1019.769247,9,246.4222,4000,0,15.76344
94.03226,1019.422903,4.5,279.7174,4000,0,15.90323
95.35417,1018.560104,0,245.46,4000,0,15.6875
90.02128,1019.206064,0,240.087,4000,0,15.88298
78.68817,1019.69172,0,353.6087,4000,0,16.21505
74.43333,1018.504556,0,262.2889,4000,0,16.36667
78.19792,1018.207604,0,280.9574,4000,0,16.28125
74.69565,1019.391304,0,317.6222,4000,0,16.5
78.03125,1021.350625,0,269.4681,4000,0,15.76042
83.98684,1021.637237,0,297.6667,4000,0,15.46053
31,1015,0,0,4000,10.3043,12.78261
85.05769,1016.910385,2.25,444.44,4000,0,15.51923
94.52128,1017.499149,36,309.55,4000,0,12.64894
98.9899,1020.386061,9,255.7442,4000,0,10.74747
97.05825,1017.875146,0,194.4889,4000,0,11.40777
97.78125,1016.212188,0,218.2727,4000,0,11.42708
88.42268,1018.271134,0,191.1,4000,0,12.69072
89.05882,1020.04,0,0,4000,0,12.41176
90,1066.85,0,137.5,4000,0,24
84.65094,1066.857547,0,137.4,4000,0,24.72642
60.78431,794.6072549,3930.5,59.5,4000,1,22.07843
83.47552,1012.823357,36636.75,164.1034,4000,1,26.05594
81.17391,1004.693478,40789,146.0476,4000,1,26.2971
66.05556,732.2822222,637.5,21.6711,4000,1,16.80556
83.92593,1011.715,2470.5,7651.3077,54612,9.8704,25.16667
99,1014.65,0,0,4000,3,21.52
95.07042,1014.422042,63256.5,5680.7159,37670,2.9859,24.21127
97.09091,1013.585245,54616.5,4898.314,23204,2.993,23.71329
98.71127,1013.343521,50172.75,3444.4943,10791,2.9859,23.1831
99.72,950.606,0,47.4,4000,97.8,24.39
99,1013.746522,11.25,338.7895,4000,46.8261,20.95652
99,1013.381875,580.5,1502.9385,6337,47.8854,22.84375
98.2449,1012.15,22.5,545.2727,4000,47.7959,25.40816
99,1012.128974,0,151.7273,4000,48,21.14103
99,1012.652263,0,1425.747,5135,48.3869,23.0219
98.96503,1014.179441,0,1710.6,4991,49,24.29371
99,1014.235664,0,894.9881,4000,49.2727,23.34266
99,1013.892587,0,670.9146,4000,50,22.13986
99,1013.489437,0,234.8025,4000,49.8451,19.88732
99,1013.137535,0,296.9512,4000,49.993,19.52113
99,1014.838723,0,327.0741,4000,50,19.14184
99,1016.412128,0,1159.5488,4701,49.9929,23.07801
99,1019.114214,0,1271.4512,4658,49.4571,23.62143
99,1017.154326,0,843.3537,4000,49,23.48936
99,1012.894714,0,652.679,4000,49,22.96429
99,1010.104539,0,495.3947,4000,49,21.82979
99,1011.97695,0,732.5789,4000,48.3121,21.46809
99,1013.80338,0,1265.1829,4079,48,23.59155
99,1015.736224,0,906.2317,4000,48,23.85315
99,1018.301958,0,1218.5926,4000,48,24.7972
99,1015.809091,0,490.284,4000,48,22.93706
99,1014.881329,0,597.9383,4000,48.7832,22.27273
99,1014.176338,0,667.561,4000,48.5141,23.97887
99,1015.994755,0,732.2152,4000,48.1608,24.13986
99,1016.64339,0,254.8625,4000,48.9915,21.84746
99,1015.280922,0,673.4416,4000,49,23.48227
99,1014.651484,0,267.3974,4000,48.9922,21.92188
99,1004.166905,0,245.0833,4000,52.1667,21.7381
99,1003.780521,0,695.8689,4000,51.6354,23.40625
99,1007.680986,951.75,2069.2791,5620,54,25.59155
99,1008.162353,281.25,813.88,4000,53.875,22.91176
99,1005.677481,684,1314.6579,5862,53.4741,23.07407
99,1006.292761,463.5,1034.2778,4000,53.1119,22.49254
99,1007.952647,420.75,1053.5333,4000,53.2941,23.13235
99,1007.772545,119.25,654.0606,4000,53,21.43636
96.13636,1012.602045,0,151,4000,51.9091,24.70455
96.05594,1014.27021,1329.75,624.8442,4000,53,23.84615
99,1014.851844,0,624.8442,4000,52.6383,17.39716
99,1013.267133,0,624.8442,4000,52,17.04196
99,1011.555175,0,624.8442,4000,51.9231,15.6993
95.30282,1011.777676,173.25,624.8442,4000,52,22.04225
90.46154,1011.478531,211.5,624.8442,4000,51.2867,23.72727
99,1011.772037,45,368.85,4000,52.3519,17.01852
99,1014.231515,0,1,4000,0,18.69697
99,1014.452778,51.75,498.625,4000,0.0667,17.81111
98.98413,1013.535556,173.25,618.5517,4000,0,17.03175
63.2,1079.162,0,53,4000,0,23
82.66667,990,0,350,4000,0,25.66667
31,992.6545833,0,14451.2727,39305,24.9792,13
51,1010.356667,1300.5,0,4000,0,15
77.25,999.7183333,0,15609.4286,54612,64,18.33333
79.04688,990,326.25,6425.2195,21435,77.9063,22.9375
95.6,984.0891429,54,758.2222,4000,84.8,21.54286
85.52817,1015.274718,37928.25,4017.125,12938,92.6549,25.47887
90.43357,1014.674685,26178.75,3090.8721,12038,80.1678,24.68531
95.11888,1014.677832,114.75,2155.3256,13044,76.3007,23.86713
98.40845,1015.528662,3138.75,1369.5977,6499,56.0352,22.76761
91.47414,1015.43,3449.25,2361.3023,11920,60.8448,24.36207
99,1016.528313,621,853.931,4000,15.1566,22.31325
95.53472,1014.776597,18884.25,1913.2674,6570,8.0903,23.77083
99,1015.544351,1818,539.1781,4000,20.2366,21.58779
98.99306,1015.664028,783,916.6163,4000,34.0972,21.59028
99,1016.240494,9765,1058.9091,4000,47.8642,22
82.45455,1014.276818,2.25,711.95,4000,69,24.83333
91.50704,1014.917958,18976.5,2779.3214,10505,57.7324,24.32394
84.87805,1015.513821,30393,2983.2471,4000,23.6911,24.65041
89.625,1005.27375,0,738.5,4000,90.125,26.375
97.87356,1006.325172,949.5,1160.1818,6056,89.8276,22.4023
99,1006.265843,99,337.8113,4000,90,20.39326
99,1006.104333,0,252.625,4000,75.65,19.7
99,1007.979892,0,497.2037,4000,73.4086,19.35484
93.87912,1009.379121,2814.75,2023.5472,6374,57.3846,23.23077
93.58696,1011.975435,0,2865.2632,8276,0,22.63043
99,1011.353636,0,634.6667,4000,0,21.36364
98.77778,1001.916667,0,452,4000,0,22.11111
98.76087,1005.281957,0,1681.3333,4223,0,23.84783
91.51563,1005.849219,0,2543.8478,8342,0,24.48438
99,997.8017188,9,1208.0571,4000,93.7969,22.73438
92.84892,1008.125755,438.75,2874,8223,96.2518,23.73381
84.83688,1010.287943,1559.25,4047.358,9098,96.7943,25.52482
87.46099,1011.461206,1039.5,3923.5897,9965,96.9149,25.34043
95.33333,1012.32922,405,2618.3671,8942,96.9929,23.77305
96.64748,1009.818345,582.75,2605.4875,8499,96.9856,23.67626
95.22222,1010.523926,83.25,2377.5733,8316,96.9407,23.00741
97.98529,1012.252353,234,2548.3924,9162,97,23.68382
98.96403,1012.252734,15.75,1317.2949,4573,97,21.70504
98.55,1012.276643,18,1631.5769,6634,97,22.13571
96.82014,1012.899424,666,2830.8608,10007,97,22.66906
98.28571,1012.128786,625.5,2704.7632,8130,97,23.22857
89.89209,1012.255108,1365.75,3691.28,9674,97,25.02878
89.64234,1014.57635,1129.5,3652.6533,10290,97,23.82482
94.02899,1015.003478,587.25,2339.4156,7623,97,23.13043
96.58571,1016.018071,524.25,2594.3421,8320,97,23.13571
96.76429,1016.6715,317.25,2559.3289,8002,97,23.26429
97.01471,1015.675368,492.75,2665.5974,9579,97,23.04412
91.24113,1012.697376,920.25,3804.9342,9295,97.0142,22.80851
97.88281,1012.345156,218.25,2474.32,9375,96.9609,21.6875
86.6383,1015.29156,1158.75,3761.6184,9674,97.078,22
93.75352,1017.014507,105.75,2837.5584,6415,97.1479,21.49296
82.35211,1015.810352,2022.75,4639.1067,7972,97.2465,22.71831
80.05594,1015.017063,2009.25,4662.859,8169,97.3287,22.67832
78.97037,1014.939407,25697.25,4779.3889,8310,90.8519,21.31852
77.7,1014.969786,80000,19131.8182,54612,89.1143,24.06429
62.57895,1015.921654,82037.25,22228.9403,54612,92.8947,19.61654
88.14789,1018.117817,56319.75,16847.5844,53604,84.3732,23.11972
99,1018.76227,438.75,1464.6267,4725,83.305,17.30496
99,1017.204752,285.75,1916.8,9524,80.8723,17.05674
99,1015.490709,225,1375.8026,4000,78.1915,16.06383
89.9,1015.576214,71968.5,11115.2055,54612,76.5214,20.52857
81.44681,1015.291064,80000,19219.88,54612,74.4681,22.87943
85.61871,1016.097698,80000,21606.8533,54612,76.4101,22.59712
92.57447,1017.125674,50242.5,29345.32,54612,78.6383,21.0922
82.65942,1018.420652,80000,27873.9726,54612,81.8333,21.95652
81.56835,1017.112662,80000,29247.4521,54612,79.554,22.02878
71.4964,1017.539856,80000,24249.1644,54612,76.2086,22.21583
58.61972,1018.866831,80000,45463.9348,54612,77.0915,22.17606
59.14388,1018.029424,80000,24249.1644,54612,76.0432,21.67626
52.95745,1020.02,80000,23827.4583,54612,79.5106,20.97163
47.06294,1021.417762,80000,23827.4583,54612,82.1888,20.97203
46.29577,1020.105352,80000,23827.4583,54612,84.7324,21.02817
49.30769,1019.262308,80000,23827.4583,54612,87.1119,20.53147
57.76224,1017.364126,80000,23827.4583,54612,86.993,20.60839
50.57447,1017.84844,80000,23827.4583,54612,85.0071,20.87234
46.32117,1018.390365,80000,23827.4583,54612,84.6569,20.63504
70.2518,1018.703453,80000,23827.4583,54612,84.0791,17.48921
73.5036,1019.888489,80000,22372.662,54612,84.3597,18.20863
71.82734,1019.526906,80000,22372.662,54612,85.7338,18.17986
70.85816,1018.650142,80000,22372.662,54612,87.1206,18.48227
61.07692,1019.644755,80000,21417.6986,54612,87.7483,18.92308
45.17483,1020.61049,80000,22063.5972,54612,87.2727,19.38462
39.35461,1019.70922,80000,22697.9014,54612,87.0071,19.8227
42.64748,1019.241439,80000,42831.321,54612,87.1079,19.69784
40.71324,1020.44,80000,29422.3239,54612,86.7574,19.47794
45.50704,1022.19007,80000,29422.3239,54612,86.7887,18.59155
49.1,1022.324,80000,29422.3239,54612,86.5857,18.17143
45.09353,1020.725899,80000,29422.3239,54612,87.0576,17.7482
40.21277,1020.858652,80000,29422.3239,54612,87.1773,17.57447
41.13534,1021.35188,80000,29422.3239,54612,87.1203,16.78947
44.31206,1022.309929,80000,29422.3239,54612,87.1986,17.94326
49.30496,1023.671489,80000,29422.3239,54612,87.305,17.84397
51.1831,1023.809014,80000,29422.3239,54612,87.3592,17.92958
54.10791,1023.328777,80000,29422.3239,54612,87.5324,18.33813
60.25532,1022.318723,80000,29422.3239,54612,88.0709,18.4539
80.03571,1021.550929,60675.75,43040.9275,54612,88.0143,17.95
77.21127,1022.872254,76068,29422.3239,54612,88.1831,18.59155
86.99291,1021.262908,22250.25,29422.3239,54612,88.1064,17.76596
80.38519,1020.507852,1809,29422.3239,54612,88.7111,15.01481
98.73759,1018.691489,1226.25,29422.3239,54612,87.9858,12.08511
98.30986,1018.803662,2637,10648.1014,54612,86.8732,13.21831
84.00704,1019.298592,80000,22179.8143,54221,86.9366,14.52817
65.51064,1019.803688,80000,29422.3239,54612,87.4823,15.15603
68.6338,1019.838944,80000,29422.3239,54612,88.1338,15.72535
80.19718,1020.674718,80000,29422.3239,54612,88.9366,14.61972
83.33571,1018.716214,80000,29422.3239,54612,89.45,15.4
84.83688,1019.538085,80000,29422.3239,54612,90.1773,15.49645
77.61268,1020.735915,80000,29422.3239,54612,90.7535,15.27465
53.23944,1019.90507,37392.75,29422.3239,54612,90.6268,16.43662
74.97842,1016.919712,1964.25,29422.3239,54612,91.3165,13.82014
85.47887,1017.389155,49725,29422.3239,54612,91.2958,12.98592
96.35461,1019.805035,80000,29422.3239,54612,90.922,12.23404
85.22535,1017.835282,80000,29422.3239,54612,91.5634,13.71831
87.5461,1016.108794,71154,29422.3239,54612,91.8652,13.16312
66.54286,1018.786929,80000,29422.3239,54612,92.2714,15.2
65.66434,1022.072727,80000,29422.3239,54612,92.7203,16.14685
68.88652,1022.173121,0,29422.3239,54612,92.8582,16.04255
69.60993,1021.402695,0,29422.3239,54612,93.078,15.47518
76.13475,1021.889078,0,29422.3239,54612,93.5035,14.65248
69.07092,1023.923333,0,29422.3239,54612,93.7589,14.95035
59.11888,1021.478252,0,29422.3239,54612,93.8392,16.34266
52.48544,1021.869223,4.5,29842.5286,54612,94.0097,17.05825
84,1015.105556,0,8,4000,0,25
57.27586,927.4593103,20.25,8729.0588,54612,21.4253,15.26437
97.94872,1013.816282,321.75,2874.8125,14237,57.1154,20.84615
31,1012.452857,2.25,808.8,4000,69.1429,16.06122
57,1013.786667,688.5,0,4000,73.6667,13.5
91.38095,1012.102619,6.75,309.4737,4000,55.881,21.83333
87.0292,1014.677445,2.25,5998.4471,26262,58.7737,25.81752
88.64234,1013.828102,60.75,3613.7558,18320,61.3723,25.86131
94.01471,1013.548603,765,3955.4824,54612,57.9191,24.77941
97.35556,1014.343444,1125,2316.5833,7104,61.1444,24.28889
93.75373,1014.161343,868.5,3842.9221,23290,61.7836,24.26866
98.36232,1014.925145,1107,1623.4941,8200,64.4928,23
95.37226,1012.884818,405,5050.4615,54612,64.6715,24.72993
99,1012.446792,731.25,178.6471,4000,64.1698,22.56604
92.08621,1013.711724,157.5,625,4000,64.8276,20.96552
91.81119,1013.729231,12854.25,1985.1395,5645,69.1329,24.26573
81.44366,1012.949718,34879.5,1984.8929,4582,72.2958,25.44366
92.06716,1012.31,4610.25,1009.1139,4000,72.1791,24.38806
91.75182,1012.881752,6210,1117.875,4000,68.1752,23.66423
91.48921,1014.31036,10557,1352.6265,4024,65.9424,24.82014
95.21986,1014.423121,794.25,996.9524,4000,68.5603,24.78723
98.68148,1014.070741,3451.5,585.5467,4000,68.7556,23.62963
99,1013.718214,1536.75,127.2949,4000,69.7857,21.68571
99,1013.436364,954,140.3714,4000,70.2273,21.11364
99,1015.122748,731.25,186.8056,4000,70.2824,21.15267
98.11712,1016.086577,3312,483.64,4000,69.2883,23.83784
92.04167,1019.348333,18285.75,764.3684,4000,67.5833,27.625
99,1016.103333,18,0,4000,70,22
99,1013.982927,1926,230.7857,4000,70.122,22.36585
97.64706,1010.687059,1818,555.1176,4000,71.4118,25.94118
99,1012.685429,3613.5,281.4242,4000,70.9714,21.8
92.6,1012.891,2893.5,746.5,4000,68.4,27.7
92.30303,1016.089091,23474.25,430.0536,4000,71.0606,25.43434
96.02062,1018.617732,14042.25,461.322,4000,71.5464,25.02062
98.51515,1015.74404,243,153.5,4000,68.5859,23.92929
99,1015.307705,373.5,103.4138,4000,67.3934,21.32787
97.42105,1014.688684,3647.25,451.6579,4000,68.3158,25.73684
97.5619,1016.490381,5877,337.4533,4000,67.2952,25.41905
98.99038,1016.381346,47.25,155.2909,4000,68.3365,22.625
99,1016.390952,308.25,0,4000,67.9048,21.52381
99,1014.627742,936,175.1875,4000,67.5323,23.54839
97.63218,1014.356782,10062,175.1875,4000,66.8966,25.12644
98.57692,1013.618846,2029.5,10056.35,54612,67.6769,23.43846
97.38554,1014.368554,17997.75,10056.35,54612,67.0361,23.61446
93.83459,1016.004586,29517.75,7252.8592,54612,69.0226,24.99248
93.69048,1017.158016,32514.75,483.64,4000,79.4127,25.49206
96.78992,1018.05605,13943.25,483.64,4000,98.5126,24.17647
98.23022,1015.427266,4212,483.64,4000,97.9784,23.7482
98.16667,1016.06402,4691.25,483.64,4000,97.3235,24.34314
97.45455,1017.514141,7519.5,508.4085,4000,97.5152,24.06061
99,1017.52,2.25,217.5,4000,94.1818,22.36364
99,1017.540588,0,429.5294,4000,95,21.64706
96.71739,1018.103043,11112.75,510.4507,4000,96.0326,24.82609
97.85,1017.401,2821.5,483.64,4000,96.5857,23.83571
92.86131,1017.411095,33941.25,483.64,4000,95.5839,25.31387
59.25954,1019.895191,43643.25,483.64,4000,99.6947,17.66412
89.48227,1020.287021,20664,483.64,4000,99.8582,24.48936
93.56028,1021.342411,11144.25,483.64,4000,100,24.55319
89.75177,1022.019291,18587.25,483.64,4000,100,23.57447
78.13669,1020.975755,18373.5,483.64,4000,99.1367,20.56115
74.28261,1017.698587,15646.5,590.766,4000,98.2935,21.41304
87.67376,1017.540709,12915,483.64,4000,100,21.31915
84.88372,1020.386202,49916.25,483.64,4000,99.8217,23
64.97183,1022.259859,24522.75,483.64,4000,100,17.74648
75.88652,1020.827589,75105,483.64,4000,100,24.36879
69.30435,1019.810435,73417.5,483.64,4000,100,24.12319
74.22695,1019.903546,70580.25,483.64,4000,100,23.87943
73.86232,1019.971087,78126.75,483.64,4000,100,24.56522
73.4812,1020.937895,56097,483.64,4000,76.9624,24.00752
81.61947,1023.972832,6061.5,6009.4464,30888,45.1504,22.60177
99,1024.614536,0,6009.4464,30888,43.9588,17.79381
99,1023.149273,661.5,6009.4464,30888,43.5455,17.96364
99,1021.476929,1946.25,6009.4464,30888,41.25,16.9
92.71429,1021.415429,38355.75,6009.4464,30888,42.8143,21.77857
84.03597,1021.003957,55509.75,6009.4464,30888,42.6259,23.64029
86.88971,1022.210515,43974,6009.4464,30888,42.5147,22.96324
92.72059,1023.331765,6747.75,6009.4464,30888,43.5809,21.25735
81.00752,1024.399323,54843.75,6009.4464,30888,45.391,23.05263
78.0963,1023.023926,59377.5,6009.4464,30888,46.2963,23.08148
67.08889,1023.085185,58320,6009.4464,30888,47.0148,22.6963
59.05263,1024.226917,60963.75,6009.4464,30888,47.4211,23.03008
60.44361,1023.445038,63342,6009.4464,30888,47.797,22.99248
58.46429,1025.170214,67378.5,6009.4464,30888,48.1286,21.75714
51.56835,1026.29741,70929,6009.4464,30888,48.705,22.28777
45.53237,1025.100288,73158.75,6009.4464,30888,49.0072,22.71942
50.90441,1024.435882,71367.75,6009.4464,30888,49.2868,22.00735
58.73913,1022.898478,73838.25,6009.4464,30888,49.8043,21.62319
49.10714,1023.164786,46732.5,6009.4464,30888,50.2643,22.24286
47.94891,1023.60854,48429,6009.4464,30888,50.9124,22.33577
70.53237,1024.518129,67830.75,6009.4464,30888,51.2518,19.19424
66.08451,1025.635423,75447,6009.4464,30888,51.4718,19.78873
54.14184,1025.34,74646,6009.4464,30888,51.5319,18.12057
64.58571,1024.360714,75402,6009.4464,30888,51.4286,19.88571
59.7554,1025.113309,75723.75,6009.4464,30888,51.5396,20.05755
49.15,1025.618571,74254.5,6009.4464,30888,51.7857,20.55
38.45,1024.450643,75201.75,6009.4464,30888,51.9071,22.11429
42.81119,1024.121259,77044.5,6009.4464,30888,52.0979,21.65734
40.88652,1025.305248,74472.75,6009.4464,30888,52.2128,21.7234
44.31655,1027.199928,77503.5,6009.4464,30888,52.4173,20.45324
50.54545,1027.492168,78180.75,6009.4464,30888,52.8671,19.75524
45.87943,1025.611631,79915.5,6009.4464,30888,53.1986,19.49645
40.90071,1025.557447,80583.75,6009.4464,30888,53.3617,19.80142
38.27612,1026.025373,80482.5,6009.4464,30888,53.4328,16.35075
48.47887,1027.270211,79337.25,6009.4464,30888,53.8873,19.32394
48.96429,1028.987786,79317,6009.4464,30888,54.0286,19.47857
53.32353,1029.178015,70823.25,6009.4464,30888,54.0735,19.05147
